100m,110mH,200m,300m,400m,400mH,4x100m,4x200m,4x400m,Points
15.44,19.65,31.71,52.33,1:14.33,1:24.80,1:04.92,2:18.79,5:14.85,426
15.45,19.66,31.73,52.35,1:14.38,1:24.85,1:04.96,2:18.88,5:15.04,425
15.46,19.67,31.74,52.38,1:14.42,1:24.91,1:05.00,2:18.97,5:15.24,424
,19.69,31.76,52.41,1:14.46,1:24.96,1:05.04,2:19.05,5:15.43,423
15.47,19.70,31.78,52.44,1:14.50,1:25.01,1:05.08,2:19.14,5:15.63,422
15.48,19.71,31.79,52.47,1:14.54,1:25.07,1:05.12,2:19.22,5:15.82,421
15.49,19.72,31.81,52.50,1:14.59,1:25.12,1:05.16,2:19.31,5:16.02,420
15.50,19.73,31.82,52.53,1:14.63,1:25.17,1:05.20,2:19.40,5:16.21,419
,19.75,31.84,52.56,1:14.67,1:25.23,1:05.24,2:19.48,5:16.41,418
15.51,19.76,31.86,52.59,1:14.71,1:25.28,1:05.27,2:19.57,5:16.60,417
15.52,19.77,31.87,52.62,1:14.76,1:25.33,1:05.31,2:19.66,5:16.80,416
15.53,19.78,31.89,52.65,1:14.80,1:25.39,1:05.35,2:19.74,5:17.00,415
,19.80,31.91,52.68,1:14.84,1:25.44,1:05.39,2:19.83,5:17.19,414
15.54,19.81,31.92,52.71,1:14.88,1:25.50,1:05.43,2:19.92,5:17.39,413
15.55,19.82,31.94,52.73,1:14.93,1:25.55,1:05.47,2:20.01,5:17.59,412
15.56,19.83,31.96,52.76,1:14.97,1:25.60,1:05.51,2:20.09,5:17.78,411
15.57,19.85,31.97,52.79,1:15.01,1:25.66,1:05.55,2:20.18,5:17.98,410
,19.86,31.99,52.82,1:15.05,1:25.71,1:05.59,2:20.27,5:18.18,409
15.58,19.87,32.00,52.85,1:15.10,1:25.77,1:05.63,2:20.36,5:18.38,408
15.59,19.88,32.02,52.88,1:15.14,1:25.82,1:05.67,2:20.44,5:18.58,407
15.60,19.89,32.04,52.91,1:15.18,1:25.87,1:05.71,2:20.53,5:18.77,406
15.61,19.91,32.05,52.94,1:15.22,1:25.93,1:05.75,2:20.62,5:18.97,405
,19.92,32.07,52.97,1:15.27,1:25.98,1:05.79,2:20.71,5:19.17,404
15.62,19.93,32.09,53.00,1:15.31,1:26.04,1:05.83,2:20.80,5:19.37,403
15.63,19.94,32.10,53.03,1:15.35,1:26.09,1:05.87,2:20.89,5:19.57,402
15.64,19.96,32.12,53.06,1:15.40,1:26.15,1:05.91,2:20.97,5:19.77,401
,19.97,32.14,53.09,1:15.44,1:26.20,1:05.95,2:21.06,5:19.97,400
15.65,19.98,32.15,53.12,1:15.48,1:26.26,1:05.99,2:21.15,5:20.17,399
15.66,20.00,32.17,53.15,1:15.53,1:26.31,1:06.03,2:21.24,5:20.37,398
15.67,20.01,32.19,53.18,1:15.57,1:26.37,1:06.07,2:21.33,5:20.57,397
15.68,20.02,32.20,53.21,1:15.61,1:26.42,1:06.11,2:21.42,5:20.77,396
,20.03,32.22,53.24,1:15.66,1:26.48,1:06.15,2:21.51,5:20.97,395
15.69,20.05,32.24,53.27,1:15.70,1:26.53,1:06.19,2:21.60,5:21.17,394
15.70,20.06,32.26,53.30,1:15.74,1:26.59,1:06.23,2:21.69,5:21.38,393
15.71,20.07,32.27,53.33,1:15.79,1:26.64,1:06.27,2:21.78,5:21.58,392
15.72,20.08,32.29,53.36,1:15.83,1:26.70,1:06.31,2:21.86,5:21.78,391
,20.10,32.31,53.39,1:15.87,1:26.75,1:06.35,2:21.95,5:21.98,390
15.73,20.11,32.32,53.42,1:15.92,1:26.81,1:06.39,2:22.04,5:22.19,389
15.74,20.12,32.34,53.45,1:15.96,1:26.86,1:06.43,2:22.13,5:22.39,388
15.75,20.13,32.36,53.48,1:16.01,1:26.92,1:06.47,2:22.22,5:22.59,387
15.76,20.15,32.37,53.51,1:16.05,1:26.97,1:06.51,2:22.31,5:22.79,386
15.77,20.16,32.39,53.54,1:16.09,1:27.03,1:06.56,2:22.41,5:23.00,385
,20.17,32.41,53.57,1:16.14,1:27.09,1:06.60,2:22.50,5:23.20,384
15.78,20.19,32.42,53.60,1:16.18,1:27.14,1:06.64,2:22.59,5:23.41,383
15.79,20.20,32.44,53.63,1:16.23,1:27.20,1:06.68,2:22.68,5:23.61,382
15.80,20.21,32.46,53.67,1:16.27,1:27.25,1:06.72,2:22.77,5:23.82,381
15.81,20.22,32.48,53.70,1:16.32,1:27.31,1:06.76,2:22.86,5:24.02,380
,20.24,32.49,53.73,1:16.36,1:27.37,1:06.80,2:22.95,5:24.23,379
15.82,20.25,32.51,53.76,1:16.40,1:27.42,1:06.84,2:23.04,5:24.43,378
15.83,20.26,32.53,53.79,1:16.45,1:27.48,1:06.88,2:23.13,5:24.64,377
15.84,20.28,32.54,53.82,1:16.49,1:27.54,1:06.93,2:23.22,5:24.84,376
15.85,20.29,32.56,53.85,1:16.54,1:27.59,1:06.97,2:23.31,5:25.05,375
,20.30,32.58,53.88,1:16.58,1:27.65,1:07.01,2:23.41,5:25.26,374
15.86,20.31,32.60,53.91,1:16.63,1:27.71,1:07.05,2:23.50,5:25.46,373
15.87,20.33,32.61,53.94,1:16.67,1:27.76,1:07.09,2:23.59,5:25.67,372
15.88,20.34,32.63,53.97,1:16.72,1:27.82,1:07.13,2:23.68,5:25.88,371
15.89,20.35,32.65,54.00,1:16.76,1:27.88,1:07.17,2:23.77,5:26.09,370
15.90,20.37,32.67,54.04,1:16.81,1:27.93,1:07.22,2:23.87,5:26.30,369
,20.38,32.68,54.07,1:16.85,1:27.99,1:07.26,2:23.96,5:26.50,368
15.91,20.39,32.70,54.10,1:16.90,1:28.05,1:07.30,2:24.05,5:26.71,367
15.92,20.41,32.72,54.13,1:16.94,1:28.10,1:07.34,2:24.14,5:26.92,366
15.93,20.42,32.74,54.16,1:16.99,1:28.16,1:07.38,2:24.24,5:27.13,365
15.94,20.43,32.75,54.19,1:17.03,1:28.22,1:07.42,2:24.33,5:27.34,364
15.95,20.44,32.77,54.22,1:17.08,1:28.28,1:07.47,2:24.42,5:27.55,363
,20.46,32.79,54.25,1:17.12,1:28.33,1:07.51,2:24.52,5:27.76,362
15.96,20.47,32.81,54.29,1:17.17,1:28.39,1:07.55,2:24.61,5:27.97,361
15.97,20.48,32.82,54.32,1:17.21,1:28.45,1:07.59,2:24.70,5:28.18,360
15.98,20.50,32.84,54.35,1:17.26,1:28.51,1:07.64,2:24.80,5:28.39,359
15.99,20.51,32.86,54.38,1:17.30,1:28.56,1:07.68,2:24.89,5:28.60,358
16.00,20.52,32.88,54.41,1:17.35,1:28.62,1:07.72,2:24.98,5:28.82,357
,20.54,32.89,54.44,1:17.40,1:28.68,1:07.76,2:25.08,5:29.03,356
16.01,20.55,32.91,54.48,1:17.44,1:28.74,1:07.81,2:25.17,5:29.24,355
16.02,20.56,32.93,54.51,1:17.49,1:28.80,1:07.85,2:25.27,5:29.45,354
16.03,20.58,32.95,54.54,1:17.53,1:28.85,1:07.89,2:25.36,5:29.66,353
16.04,20.59,32.96,54.57,1:17.58,1:28.91,1:07.93,2:25.45,5:29.88,352
16.05,20.60,32.98,54.60,1:17.63,1:28.97,1:07.98,2:25.55,5:30.09,351
16.06,20.62,33.00,54.63,1:17.67,1:29.03,1:08.02,2:25.64,5:30.30,350
,20.63,33.02,54.67,1:17.72,1:29.09,1:08.06,2:25.74,5:30.52,349
16.07,20.64,33.04,54.70,1:17.76,1:29.15,1:08.10,2:25.83,5:30.73,348
16.08,20.66,33.05,54.73,1:17.81,1:29.21,1:08.15,2:25.93,5:30.95,347
16.09,20.67,33.07,54.76,1:17.86,1:29.26,1:08.19,2:26.02,5:31.16,346
16.10,20.68,33.09,54.79,1:17.90,1:29.32,1:08.23,2:26.12,5:31.38,345
16.11,20.70,33.11,54.83,1:17.95,1:29.38,1:08.28,2:26.21,5:31.59,344
,20.71,33.13,54.86,1:18.00,1:29.44,1:08.32,2:26.31,5:31.81,343
16.12,20.73,33.14,54.89,1:18.04,1:29.50,1:08.36,2:26.41,5:32.03,342
16.13,20.74,33.16,54.92,1:18.09,1:29.56,1:08.41,2:26.50,5:32.24,341
16.14,20.75,33.18,54.96,1:18.14,1:29.62,1:08.45,2:26.60,5:32.46,340
16.15,20.77,33.20,54.99,1:18.18,1:29.68,1:08.49,2:26.69,5:32.68,339
16.16,20.78,33.22,55.02,1:18.23,1:29.74,1:08.54,2:26.79,5:32.89,338
16.17,20.79,33.23,55.05,1:18.28,1:29.80,1:08.58,2:26.89,5:33.11,337
16.18,20.81,33.25,55.09,1:18.33,1:29.86,1:08.62,2:26.98,5:33.33,336
,20.82,33.27,55.12,1:18.37,1:29.92,1:08.67,2:27.08,5:33.55,335
16.19,20.83,33.29,55.15,1:18.42,1:29.98,1:08.71,2:27.18,5:33.77,334
16.20,20.85,33.31,55.18,1:18.47,1:30.04,1:08.76,2:27.27,5:33.99,333
16.21,20.86,33.33,55.22,1:18.51,1:30.10,1:08.80,2:27.37,5:34.20,332
16.22,20.88,33.34,55.25,1:18.56,1:30.16,1:08.84,2:27.47,5:34.42,331
16.23,20.89,33.36,55.28,1:18.61,1:30.22,1:08.89,2:27.57,5:34.64,330
16.24,20.90,33.38,55.32,1:18.66,1:30.28,1:08.93,2:27.66,5:34.86,329
,20.92,33.40,55.35,1:18.70,1:30.34,1:08.98,2:27.76,5:35.09,328
16.25,20.93,33.42,55.38,1:18.75,1:30.40,1:09.02,2:27.86,5:35.31,327
16.26,20.94,33.44,55.41,1:18.80,1:30.46,1:09.06,2:27.96,5:35.53,326
16.27,20.96,33.46,55.45,1:18.85,1:30.52,1:09.11,2:28.06,5:35.75,325
16.28,20.97,33.47,55.48,1:18.90,1:30.58,1:09.15,2:28.16,5:35.97,324
16.29,20.99,33.49,55.51,1:18.94,1:30.64,1:09.20,2:28.25,5:36.19,323
16.30,21.00,33.51,55.55,1:18.99,1:30.70,1:09.24,2:28.35,5:36.42,322
16.31,21.01,33.53,55.58,1:19.04,1:30.76,1:09.29,2:28.45,5:36.64,321
16.32,21.03,33.55,55.61,1:19.09,1:30.83,1:09.33,2:28.55,5:36.86,320
,21.04,33.57,55.65,1:19.14,1:30.89,1:09.38,2:28.65,5:37.09,319
16.33,21.06,33.59,55.68,1:19.19,1:30.95,1:09.42,2:28.75,5:37.31,318
16.34,21.07,33.60,55.71,1:19.23,1:31.01,1:09.47,2:28.85,5:37.54,317
16.35,21.08,33.62,55.75,1:19.28,1:31.07,1:09.51,2:28.95,5:37.76,316
16.36,21.10,33.64,55.78,1:19.33,1:31.13,1:09.56,2:29.05,5:37.99,315
16.37,21.11,33.66,55.82,1:19.38,1:31.19,1:09.60,2:29.15,5:38.21,314
16.38,21.13,33.68,55.85,1:19.43,1:31.26,1:09.65,2:29.25,5:38.44,313
16.39,21.14,33.70,55.88,1:19.48,1:31.32,1:09.69,2:29.35,5:38.66,312
16.40,21.16,33.72,55.92,1:19.53,1:31.38,1:09.74,2:29.45,5:38.89,311
,21.17,33.74,55.95,1:19.58,1:31.44,1:09.78,2:29.55,5:39.12,310
16.41,21.18,33.76,55.98,1:19.62,1:31.50,1:09.83,2:29.65,5:39.35,309
16.42,21.20,33.77,56.02,1:19.67,1:31.57,1:09.87,2:29.75,5:39.57,308
16.43,21.21,33.79,56.05,1:19.72,1:31.63,1:09.92,2:29.85,5:39.80,307
16.44,21.23,33.81,56.09,1:19.77,1:31.69,1:09.97,2:29.95,5:40.03,306
16.45,21.24,33.83,56.12,1:19.82,1:31.75,1:10.01,2:30.06,5:40.26,305
16.46,21.26,33.85,56.16,1:19.87,1:31.82,1:10.06,2:30.16,5:40.49,304
16.47,21.27,33.87,56.19,1:19.92,1:31.88,1:10.10,2:30.26,5:40.72,303
16.48,21.28,33.89,56.22,1:19.97,1:31.94,1:10.15,2:30.36,5:40.95,302
16.49,21.30,33.91,56.26,1:20.02,1:32.01,1:10.20,2:30.46,5:41.18,301
16.50,21.31,33.93,56.29,1:20.07,1:32.07,1:10.24,2:30.57,5:41.41,300
,21.33,33.95,56.33,1:20.12,1:32.13,1:10.29,2:30.67,5:41.64,299
16.51,21.34,33.97,56.36,1:20.17,1:32.20,1:10.33,2:30.77,5:41.87,298
16.52,21.36,33.99,56.40,1:20.22,1:32.26,1:10.38,2:30.87,5:42.10,297
16.53,21.37,34.00,56.43,1:20.27,1:32.32,1:10.43,2:30.98,5:42.34,296
16.54,21.39,34.02,56.47,1:20.32,1:32.39,1:10.47,2:31.08,5:42.57,295
16.55,21.40,34.04,56.50,1:20.37,1:32.45,1:10.52,2:31.18,5:42.80,294
16.56,21.41,34.06,56.54,1:20.42,1:32.51,1:10.57,2:31.29,5:43.04,293
16.57,21.43,34.08,56.57,1:20.47,1:32.58,1:10.61,2:31.39,5:43.27,292
16.58,21.44,34.10,56.61,1:20.52,1:32.64,1:10.66,2:31.49,5:43.50,291
16.59,21.46,34.12,56.64,1:20.57,1:32.71,1:10.71,2:31.60,5:43.74,290
16.60,21.47,34.14,56.68,1:20.62,1:32.77,1:10.76,2:31.70,5:43.97,289
16.61,21.49,34.16,56.71,1:20.67,1:32.84,1:10.80,2:31.81,5:44.21,288
16.62,21.50,34.18,56.75,1:20.73,1:32.90,1:10.85,2:31.91,5:44.44,287
16.63,21.52,34.20,56.78,1:20.78,1:32.96,1:10.90,2:32.02,5:44.68,286
,21.53,34.22,56.82,1:20.83,1:33.03,1:10.94,2:32.12,5:44.92,285
16.64,21.55,34.24,56.85,1:20.88,1:33.09,1:10.99,2:32.23,5:45.16,284
16.65,21.56,34.26,56.89,1:20.93,1:33.16,1:11.04,2:32.33,5:45.39,283
16.66,21.58,34.28,56.92,1:20.98,1:33.22,1:11.09,2:32.44,5:45.63,282
16.67,21.59,34.30,56.96,1:21.03,1:33.29,1:11.14,2:32.54,5:45.87,281
16.68,21.61,34.32,56.99,1:21.08,1:33.35,1:11.18,2:32.65,5:46.11,280
16.69,21.62,34.34,57.03,1:21.14,1:33.42,1:11.23,2:32.75,5:46.35,279
16.70,21.64,34.36,57.07,1:21.19,1:33.49,1:11.28,2:32.86,5:46.59,278
16.71,21.65,34.38,57.10,1:21.24,1:33.55,1:11.33,2:32.97,5:46.83,277
16.72,21.67,34.40,57.14,1:21.29,1:33.62,1:11.38,2:33.07,5:47.07,276
16.73,21.68,34.42,57.17,1:21.34,1:33.68,1:11.42,2:33.18,5:47.31,275
16.74,21.70,34.44,57.21,1:21.40,1:33.75,1:11.47,2:33.29,5:47.55,274
16.75,21.71,34.46,57.25,1:21.45,1:33.82,1:11.52,2:33.39,5:47.79,273
16.76,21.73,34.48,57.28,1:21.50,1:33.88,1:11.57,2:33.50,5:48.03,272
16.77,21.74,34.50,57.32,1:21.55,1:33.95,1:11.62,2:33.61,5:48.28,271
16.78,21.76,34.52,57.36,1:21.61,1:34.02,1:11.67,2:33.72,5:48.52,270
16.79,21.77,34.54,57.39,1:21.66,1:34.08,1:11.72,2:33.83,5:48.76,269
16.80,21.79,34.56,57.43,1:21.71,1:34.15,1:11.76,2:33.93,5:49.01,268
16.81,21.80,34.58,57.46,1:21.76,1:34.22,1:11.81,2:34.04,5:49.25,267
16.82,21.82,34.60,57.50,1:21.82,1:34.28,1:11.86,2:34.15,5:49.50,266
16.83,21.84,34.62,57.54,1:21.87,1:34.35,1:11.91,2:34.26,5:49.74,265
16.84,21.85,34.64,57.57,1:21.92,1:34.42,1:11.96,2:34.37,5:49.99,264
16.85,21.87,34.66,57.61,1:21.98,1:34.48,1:12.01,2:34.48,5:50.24,263
16.86,21.88,34.68,57.65,1:22.03,1:34.55,1:12.06,2:34.59,5:50.48,262
16.87,21.90,34.71,57.69,1:22.08,1:34.62,1:12.11,2:34.70,5:50.73,261
16.88,21.91,34.73,57.72,1:22.14,1:34.69,1:12.16,2:34.81,5:50.98,260
16.89,21.93,34.75,57.76,1:22.19,1:34.76,1:12.21,2:34.92,5:51.23,259
16.90,21.94,34.77,57.80,1:22.24,1:34.82,1:12.26,2:35.03,5:51.48,258
16.91,21.96,34.79,57.83,1:22.30,1:34.89,1:12.31,2:35.14,5:51.72,257
,21.97,34.81,57.87,1:22.35,1:34.96,1:12.36,2:35.25,5:51.97,256
16.92,21.99,34.83,57.91,1:22.41,1:35.03,1:12.41,2:35.36,5:52.22,255
16.93,22.01,34.85,57.95,1:22.46,1:35.10,1:12.46,2:35.47,5:52.48,254
16.94,22.02,34.87,57.98,1:22.51,1:35.17,1:12.51,2:35.58,5:52.73,253
16.95,22.04,34.89,58.02,1:22.57,1:35.24,1:12.56,2:35.69,5:52.98,252
16.96,22.05,34.91,58.06,1:22.62,1:35.30,1:12.61,2:35.81,5:53.23,251
16.97,22.07,34.94,58.10,1:22.68,1:35.37,1:12.66,2:35.92,5:53.48,250
16.98,22.09,34.96,58.13,1:22.73,1:35.44,1:12.71,2:36.03,5:53.74,249
17.00,22.10,34.98,58.17,1:22.79,1:35.51,1:12.76,2:36.14,5:53.99,248
17.01,22.12,35.00,58.21,1:22.84,1:35.58,1:12.81,2:36.26,5:54.25,247
17.02,22.13,35.02,58.25,1:22.90,1:35.65,1:12.86,2:36.37,5:54.50,246
17.03,22.15,35.04,58.29,1:22.95,1:35.72,1:12.91,2:36.48,5:54.76,245
17.04,22.17,35.06,58.32,1:23.01,1:35.79,1:12.97,2:36.59,5:55.01,244
17.05,22.18,35.08,58.36,1:23.06,1:35.86,1:13.02,2:36.71,5:55.27,243
17.06,22.20,35.11,58.40,1:23.12,1:35.93,1:13.07,2:36.82,5:55.52,242
17.07,22.21,35.13,58.44,1:23.17,1:36.00,1:13.12,2:36.94,5:55.78,241
17.08,22.23,35.15,58.48,1:23.23,1:36.07,1:13.17,2:37.05,5:56.04,240
17.09,22.25,35.17,58.52,1:23.28,1:36.14,1:13.22,2:37.17,5:56.30,239
17.10,22.26,35.19,58.56,1:23.34,1:36.21,1:13.28,2:37.28,5:56.56,238
17.11,22.28,35.21,58.59,1:23.40,1:36.29,1:13.33,2:37.40,5:56.82,237
17.12,22.29,35.24,58.63,1:23.45,1:36.36,1:13.38,2:37.51,5:57.08,236
17.13,22.31,35.26,58.67,1:23.51,1:36.43,1:13.43,2:37.63,5:57.34,235
17.14,22.33,35.28,58.71,1:23.57,1:36.50,1:13.48,2:37.74,5:57.60,234
17.15,22.34,35.30,58.75,1:23.62,1:36.57,1:13.54,2:37.86,5:57.86,233
17.16,22.36,35.32,58.79,1:23.68,1:36.64,1:13.59,2:37.97,5:58.12,232
17.17,22.38,35.34,58.83,1:23.74,1:36.72,1:13.64,2:38.09,5:58.39,231
17.18,22.39,35.37,58.87,1:23.79,1:36.79,1:13.69,2:38.21,5:58.65,230
17.19,22.41,35.39,58.91,1:23.85,1:36.86,1:13.75,2:38.32,5:58.91,229
17.20,22.43,35.41,58.95,1:23.91,1:36.93,1:13.80,2:38.44,5:59.18,228
17.21,22.44,35.43,58.99,1:23.96,1:37.00,1:13.85,2:38.56,5:59.44,227
17.22,22.46,35.45,59.03,1:24.02,1:37.08,1:13.91,2:38.68,5:59.71,226
17.23,22.48,35.48,59.07,1:24.08,1:37.15,1:13.96,2:38.80,5:59.98,225
17.24,22.49,35.50,59.11,1:24.14,1:37.22,1:14.01,2:38.91,6:00.24,224
17.25,22.51,35.52,59.15,1:24.19,1:37.30,1:14.07,2:39.03,6:00.51,223
17.26,22.53,35.54,59.19,1:24.25,1:37.37,1:14.12,2:39.15,6:00.78,222
17.28,22.54,35.57,59.23,1:24.31,1:37.44,1:14.17,2:39.27,6:01.05,221
17.29,22.56,35.59,59.27,1:24.37,1:37.52,1:14.23,2:39.39,6:01.32,220
17.30,22.58,35.61,59.31,1:24.43,1:37.59,1:14.28,2:39.51,6:01.59,219
17.31,22.59,35.63,59.35,1:24.49,1:37.67,1:14.34,2:39.63,6:01.86,218
17.32,22.61,35.66,59.39,1:24.54,1:37.74,1:14.39,2:39.75,6:02.13,217
17.33,22.63,35.68,59.43,1:24.60,1:37.81,1:14.45,2:39.87,6:02.40,216
17.34,22.65,35.70,59.47,1:24.66,1:37.89,1:14.50,2:39.99,6:02.67,215
17.35,22.66,35.73,59.51,1:24.72,1:37.96,1:14.56,2:40.11,6:02.95,214
17.36,22.68,35.75,59.55,1:24.78,1:38.04,1:14.61,2:40.23,6:03.22,213
17.37,22.70,35.77,59.59,1:24.84,1:38.11,1:14.67,2:40.36,6:03.49,212
17.38,22.71,35.79,59.63,1:24.90,1:38.19,1:14.72,2:40.48,6:03.77,211
17.39,22.73,35.82,59.67,1:24.96,1:38.26,1:14.78,2:40.60,6:04.05,210
17.40,22.75,35.84,59.72,1:25.02,1:38.34,1:14.83,2:40.72,6:04.32,209
17.42,22.77,35.86,59.76,1:25.08,1:38.42,1:14.89,2:40.84,6:04.60,208
17.43,22.78,35.89,59.80,1:25.14,1:38.49,1:14.94,2:40.97,6:04.88,207
17.44,22.80,35.91,59.84,1:25.20,1:38.57,1:15.00,2:41.09,6:05.16,206
17.45,22.82,35.93,59.88,1:25.26,1:38.64,1:15.05,2:41.21,6:05.43,205
17.46,22.84,35.96,59.92,1:25.32,1:38.72,1:15.11,2:41.34,6:05.71,204
17.47,22.85,35.98,59.97,1:25.38,1:38.80,1:15.17,2:41.46,6:05.99,203
17.48,22.87,36.00,1:00.01,1:25.44,1:38.87,1:15.22,2:41.59,6:06.28,202
17.49,22.89,36.03,1:00.05,1:25.50,1:38.95,1:15.28,2:41.71,6:06.56,201
17.50,22.91,36.05,1:00.09,1:25.56,1:39.03,1:15.33,2:41.84,6:06.84,200
17.52,22.92,36.07,1:00.13,1:25.62,1:39.11,1:15.39,2:41.96,6:07.12,199
17.53,22.94,36.10,1:00.18,1:25.68,1:39.18,1:15.45,2:42.09,6:07.41,198
17.54,22.96,36.12,1:00.22,1:25.75,1:39.26,1:15.51,2:42.22,6:07.69,197
17.55,22.98,36.15,1:00.26,1:25.81,1:39.34,1:15.56,2:42.34,6:07.98,196
17.56,23.00,36.17,1:00.30,1:25.87,1:39.42,1:15.62,2:42.47,6:08.26,195
17.57,23.01,36.19,1:00.35,1:25.93,1:39.50,1:15.68,2:42.60,6:08.55,194
17.58,23.03,36.22,1:00.39,1:25.99,1:39.58,1:15.74,2:42.72,6:08.84,193
17.60,23.05,36.24,1:00.43,1:26.05,1:39.65,1:15.79,2:42.85,6:09.13,192
17.61,23.07,36.27,1:00.48,1:26.12,1:39.73,1:15.85,2:42.98,6:09.42,191
17.62,23.09,36.29,1:00.52,1:26.18,1:39.81,1:15.91,2:43.11,6:09.70,190
17.63,23.10,36.31,1:00.56,1:26.24,1:39.89,1:15.97,2:43.24,6:10.00,189
17.64,23.12,36.34,1:00.61,1:26.31,1:39.97,1:16.03,2:43.37,6:10.29,188
17.65,23.14,36.36,1:00.65,1:26.37,1:40.05,1:16.08,2:43.50,6:10.58,187
17.66,23.16,36.39,1:00.69,1:26.43,1:40.13,1:16.14,2:43.63,6:10.87,186
17.68,23.18,36.41,1:00.74,1:26.50,1:40.21,1:16.20,2:43.76,6:11.17,185
17.69,23.20,36.44,1:00.78,1:26.56,1:40.29,1:16.26,2:43.89,6:11.46,184
17.70,23.21,36.46,1:00.83,1:26.62,1:40.37,1:16.32,2:44.02,6:11.76,183
17.71,23.23,36.49,1:00.87,1:26.69,1:40.45,1:16.38,2:44.15,6:12.05,182
17.72,23.25,36.51,1:00.91,1:26.75,1:40.54,1:16.44,2:44.28,6:12.35,181
17.74,23.27,36.53,1:00.96,1:26.81,1:40.62,1:16.50,2:44.41,6:12.65,180
17.75,23.29,36.56,1:01.00,1:26.88,1:40.70,1:16.56,2:44.54,6:12.95,179
17.76,23.31,36.58,1:01.05,1:26.94,1:40.78,1:16.62,2:44.68,6:13.24,178
17.77,23.33,36.61,1:01.09,1:27.01,1:40.86,1:16.68,2:44.81,6:13.54,177
17.78,23.35,36.63,1:01.14,1:27.07,1:40.95,1:16.74,2:44.94,6:13.85,176
17.79,23.36,36.66,1:01.18,1:27.14,1:41.03,1:16.80,2:45.08,6:14.15,175
17.81,23.38,36.69,1:01.23,1:27.20,1:41.11,1:16.86,2:45.21,6:14.45,174
17.82,23.40,36.71,1:01.27,1:27.27,1:41.19,1:16.92,2:45.35,6:14.75,173
17.83,23.42,36.74,1:01.32,1:27.34,1:41.28,1:16.98,2:45.48,6:15.06,172
17.84,23.44,36.76,1:01.37,1:27.40,1:41.36,1:17.04,2:45.62,6:15.36,171
17.86,23.46,36.79,1:01.41,1:27.47,1:41.45,1:17.10,2:45.75,6:15.67,170
17.87,23.48,36.81,1:01.46,1:27.53,1:41.53,1:17.16,2:45.89,6:15.98,169
17.88,23.50,36.84,1:01.50,1:27.60,1:41.61,1:17.23,2:46.03,6:16.29,168
17.89,23.52,36.86,1:01.55,1:27.67,1:41.70,1:17.29,2:46.16,6:16.60,167
17.90,23.54,36.89,1:01.60,1:27.73,1:41.78,1:17.35,2:46.30,6:16.91,166
17.92,23.56,36.92,1:01.64,1:27.80,1:41.87,1:17.41,2:46.44,6:17.22,165
17.93,23.58,36.94,1:01.69,1:27.87,1:41.95,1:17.48,2:46.58,6:17.53,164
17.94,23.60,36.97,1:01.74,1:27.94,1:42.04,1:17.54,2:46.71,6:17.84,163
17.95,23.62,36.99,1:01.78,1:28.00,1:42.13,1:17.60,2:46.85,6:18.16,162
17.97,23.63,37.02,1:01.83,1:28.07,1:42.21,1:17.66,2:46.99,6:18.47,161
17.98,23.65,37.05,1:01.88,1:28.14,1:42.30,1:17.73,2:47.13,6:18.79,160
17.99,23.67,37.07,1:01.92,1:28.21,1:42.38,1:17.79,2:47.27,6:19.10,159
18.00,23.69,37.10,1:01.97,1:28.28,1:42.47,1:17.85,2:47.41,6:19.42,158
18.02,23.71,37.13,1:02.02,1:28.35,1:42.56,1:17.92,2:47.56,6:19.74,157
18.03,23.73,37.15,1:02.07,1:28.42,1:42.65,1:17.98,2:47.70,6:20.06,156
18.04,23.75,37.18,1:02.11,1:28.48,1:42.73,1:18.05,2:47.84,6:20.38,155
18.05,23.77,37.21,1:02.16,1:28.55,1:42.82,1:18.11,2:47.98,6:20.70,154
18.07,23.79,37.23,1:02.21,1:28.62,1:42.91,1:18.18,2:48.13,6:21.02,153
18.08,23.82,37.26,1:02.26,1:28.69,1:43.00,1:18.24,2:48.27,6:21.35,152
18.09,23.84,37.29,1:02.31,1:28.76,1:43.09,1:18.31,2:48.41,6:21.67,151
18.11,23.86,37.32,1:02.36,1:28.83,1:43.18,1:18.37,2:48.56,6:22.00,150
18.12,23.88,37.34,1:02.41,1:28.91,1:43.27,1:18.44,2:48.70,6:22.33,149
18.13,23.90,37.37,1:02.45,1:28.98,1:43.36,1:18.50,2:48.85,6:22.66,148
18.15,23.92,37.40,1:02.50,1:29.05,1:43.45,1:18.57,2:48.99,6:22.98,147
18.16,23.94,37.43,1:02.55,1:29.12,1:43.54,1:18.63,2:49.14,6:23.32,146
18.17,23.96,37.45,1:02.60,1:29.19,1:43.63,1:18.70,2:49.29,6:23.65,145
18.18,23.98,37.48,1:02.65,1:29.26,1:43.72,1:18.77,2:49.44,6:23.98,144
18.20,24.00,37.51,1:02.70,1:29.33,1:43.81,1:18.83,2:49.58,6:24.31,143
18.21,24.02,37.54,1:02.75,1:29.41,1:43.90,1:18.90,2:49.73,6:24.65,142
18.22,24.04,37.56,1:02.80,1:29.48,1:43.99,1:18.97,2:49.88,6:24.99,141
18.24,24.06,37.59,1:02.85,1:29.55,1:44.09,1:19.04,2:50.03,6:25.32,140
18.25,24.09,37.62,1:02.90,1:29.63,1:44.18,1:19.10,2:50.18,6:25.66,139
18.27,24.11,37.65,1:02.95,1:29.70,1:44.27,1:19.17,2:50.33,6:26.00,138
